# Excluded records with reason (spec v1.0 section 2)
# run date: 2026-08-24
stage	pmid	doi	year	title	reason	basis
1_no_modality_term	11966709	10.1046/j.1365-2133.2002.04542.x	2002	Epstein-Barr virus-positive blastoid nasal T/natural killer-cell lymphoma in a caucasian.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	26599543	10.1371/journal.pone.0143666	2015	Pathogenesis of Primary Foot-and-Mouth Disease Virus Infection in the Nasopharynx of Vaccinated and Non-Vaccinated Cattle.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	28029652	10.18632/oncotarget.14126	2017	Tumor suppressor BLU promotes TRAIL-induced apoptosis by downregulating NF-κB signaling in nasopharyngeal carcinoma.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	23426534	NOT_FOUND	2013	First report of primary pancreatic natural killer/T-cell nasal type lymphoma.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	26751807	10.1016/j.cca.2015.12.035	2016	Evaluation of serum granulysin as a potential biomarker for nasopharyngeal carcinoma.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	28159927	10.18632/oncotarget.14917	2017	Decreased expression of the NKG2D ligand ULBP4 may be an indicator of poor prognosis in patients with nasopharyngeal carcinoma.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	30901892	10.3390/v11030285	2019	Initial Characterization of the Epstein⁻Barr Virus BSRF1 Gene Product.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	26596014	NOT_FOUND	2015	[Multivariate analysis of prognostic makers in patients with nasopharyngeal carcinoma intreatment of radiotherapy combined with induction chemotherapy].	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	24751797	10.1016/j.semcancer.2014.04.004	2014	Co-infections, inflammation and oncogenesis: future directions for EBV research.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	32163385	10.1134/s0026893320010100	2020	[Combination of Oncolytic Virotherapy and CAR T/NK Cell Therapy for the Treatment of Cancer].	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	19373526	10.1007/s11604-008-0291-2	2009	Spectrum of Epstein-Barr virus-related diseases: a pictorial review.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	30678418	10.3760/cma.j.issn.0253-3766.2019.01.010	2019	[Clinical differences between primary nasopharyngeal NK/T-cell lymphoma and primary nasal cavity NK/T-cell lymphoma with nasopharynx extension].	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	12940067	NOT_FOUND	2001	[Nasal/nasopharyngeal T/NK-cell lymphomas with evident angiogenic activity].	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	11300939	10.5858/2001-125-0660-nnklaw	2001	Nasal natural killer lymphoma associated with Epstein-Barr virus in a patient infected with human immunodeficiency virus.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	30488123	10.1007/s00428-018-2498-7	2019	Acute Epstein-Barr virus-positive cytotoxic T cell lymphoid hyperplasia in the upper aerodigestive tract, mimicking extranodal natural killer/T cell lymphoma, n	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	27225590	10.1038/srep26591	2016	Epigenetic inactivation of the CpG demethylase TET1 as a DNA methylation feedback loop in human cancers.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	19907114	10.3960/jslrt.49.97	2009	Possible role for external environmental stimuli in nasopharyngeal NK/T-cell lymphomas in the northeast of China with EBV infection-related autophagic cell deat	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	21753858	10.1267/ahc.10024	2011	Enhanced Autophagy and Reduced Expression of Cathepsin D Are Related to Autophagic Cell Death in Epstein-Barr Virus-Associated Nasal Natural Killer/T-Cell Lymph	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	11911411	10.1080/10428190127500	2001	High-dose chemotherapy with hematopoietic stem cell transplantation is effective for nasal and nasal-type CD56+ natural killer cell lymphomas.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	25390710	10.1097/icb.0b013e3182051e0b	2012	Diagnosis of a multicentric extranodal nasal-type natural killer T-cell lymphoma made with an anterior chamber tap.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	25003566	NOT_FOUND	2014	Malignancies associated with epstein-barr virus: pathobiology, clinical features, and evolving treatments.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	12908783	10.1177/030089160308900309	2003	Nasopharyngeal/nasal type T/NK lymphomas: analysis of 14 cases and review of the literature.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	16479544	10.1002/eji.200535485	2006	Epstein-Barr virus (EBV) latent membrane protein-1-specific cytotoxic T lymphocytes targeting EBV-carrying natural killer cell malignancies.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	21134987	10.1177/1066896910388806	2011	Nasopharyngeal extranodal NK/T-cell lymphoma, nasal type: retrospective study of 18 consecutive cases in Guangzhou, China.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	22430611	10.1007/s00105-012-2356-5	2012	[NK/T-cell lymphoma, nasal type with cutaneous dissemination].	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	27061907	10.1002/ijc.30128	2016	Clonal deleted latent membrane protein 1 variants of Epstein-Barr virus are predominant in European extranodal NK/T lymphomas and disappear during successful tr	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	17584663	NOT_FOUND	2007	[Expression of NKG2D ligands in multidrug-resistant nasopharyngeal carcinoma cell line CNE2/DDP and their effects on cytotoxicity of natural killer cells].	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	17425963	NOT_FOUND	2007	[Immunoediting of natural killer cells by human nasopharyngeal carcinoma cell line: altered expression of KIRs and NKG2D receptors leads to reduction of natural	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	26428384	10.1007/978-3-319-22834-1_15	2015	Adoptive T-Cell Immunotherapy.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	25843801	10.1016/j.bbrc.2015.03.146	2015	Prevention of EBV lymphoma development by oncolytic myxoma virus in a murine xenograft model of post-transplant lymphoproliferative disease.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	10321634	10.1053/jd.1999.v40.a94087	1999	Nasal and nasal-type T/NK-cell lymphoma with cutaneous involvement.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	9092688	10.1002/(sici)1096-8652(199704)54:4<314::aid-ajh10>3.0.co;2-b	1997	Aggressive natural killer cell lymphoproliferative disorder associated with Epstein-Barr viral RNA.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	20520851	10.1358/dnp.2010.23.4.1439500	2010	Immunotherapy for Epstein-Barr virus-associated malignancies.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	11971211	10.3349/ymj.2002.43.2.175	2002	Therapeutic outcome of Epstein-Barr virus positive T/NK cell lymphoma in the upper aerodigestive tract.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	22257383	10.5732/cjc.011.10376	2012	Ex vivo expansion of tumor-infiltrating lymphocytes from nasopharyngeal carcinoma patients for adoptive immunotherapy.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	23502768	10.1097/cji.0b013e31828bd87b	2013	Delayed-type hypersensitivity (DTH) immune response related with EBV-DNA in nasopharyngeal carcinoma treated with autologous dendritic cell vaccination after ra	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	32954856	10.1080/17425247.2021.1825376	2021	Platinum-based chemotherapy in combination with PD-1/PD-L1 inhibitors: preclinical and clinical studies and mechanism of action.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	22104426	10.1097/maj.0b013e318236e02d	2012	Acute or chronic life-threatening diseases associated with Epstein-Barr virus infection.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	9270433	10.1177/000348949710600812	1997	Effect of photodynamic therapy on selected laboratory values of patients with nasopharyngeal carcinoma.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	23546628	10.1007/s11655-012-1269-6	2013	A herbal formula for prevention of influenza-like syndrome: a double-blind randomized clinical trial.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	2031731	NOT_FOUND	1991	[Regulation of cytotoxic activities of natural killer cells in nasopharyngeal carcinoma: relations to serum interferon concentrations].	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	19379608	10.2500/ajra.2009.23.3257	2009	Down-regulation of gp130 in nasopharyngeal carcinoma.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	8760018	10.1016/s0046-8177(96)90457-8	1996	Nasopharyngeal lymphomas: further evidence for a natural killer cell origin.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	15496202	10.1111/j.1399-0039.2004.00311.x	2004	HLA-E polymorphism in patients with nasopharyngeal carcinoma.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	19620045	NOT_FOUND	2009	[Matrine enhances the cytotoxic sensitivity of ABCG2high nasopharyngeal carcinoma cells to natural killer cells by inducing high expression of NKG2D receptor li	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	12577414	10.1007/bf02934369	2001	[Clinical observation on nasopharyngeal carcinoma treated with combined therapy of radiotherapy and ginseng polysaccharide injection].	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	NOT_FOUND	NOT_FOUND	2017	A Systems Analysis Approach to Define the Protective Host Immune Responses of Children with Mild Respiratory Syncytial Virus Infection	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	10942621	10.1053/beha.1999.0068	2000	Haematological associations of Epstein-Barr virus infection.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	9643562	10.3109/10428199809050908	1998	EBV-NK cells interactions and lymphoproliferative disorders.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	22992625	10.1097/coc.0b013e318261084b	2014	Clinical disparity and favorable prognoses for patients with Waldeyer ring extranodal nasal-type NK/T-cell lymphoma and diffuse large B-cell lymphoma.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	23303627	10.1631/jzus.b1200189	2013	Epstein-Barr virus interactions with the Bcl-2 protein family and apoptosis in human tumor cells.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	19762521	10.1152/japplphysiol.00687.2009	2009	Systemic hypoxia affects exercise-mediated antitumor cytotoxicity of natural killer cells.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
